,player_id,team_id,match_id,number,position,minutes_played,points,tries,conversions,conversion_attempts,penalty_goals,conversion_percentage,field_goals,fantasy_points,total_runs,total_run_metres,kick_return_metres,post_contact_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_seconds,dummy_half_runs,dummy_half_run_metres,steals,offloads,dummy_passes,passes,receipts,pass_to_run_ratio,tackle_percentage,tackles_made,tackles_missed,ineffective_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,fourty_twenty,cross_field_kicks,kicked_dead,errors,handling_errors,one_on_ones_lost,penalties,on_report,sin_bins,send_offs,stint_one,stint_two,position_id
Josh_Dugan_Sharks,91,4,9,3,Fullback,80.0,0,0,0,0,0,,0,14,18,112,36,29,0,0,0,0,0,2,12,3.69,1,2,0,0,5,10,26,0.56,0.857,6,1,0,0,3,1,17,1,0,1,0,0,0,2,0,0,1,0,0,0,80.0,,1
Sosaia_Feki_Sharks,97,4,9,2,Winger,80.0,4,1,0,0,0,,0,41,10,122,12,15,1,0,0,0,4,0,7,3.66,1,12,0,1,0,2,12,0.2,1.0,1,0,0,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,,2
Aaron_Gray_Sharks,87,4,9,5,Centre,80.0,0,0,0,0,0,,0,17,8,53,0,14,0,0,0,0,0,1,6,3.96,0,0,0,0,5,3,9,0.38,0.828,24,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,80.0,,3
Ricky_Leutele_Sharks,471,4,9,4,Centre,80.0,0,0,0,0,0,,0,22,15,114,0,39,0,0,0,0,1,0,15,3.87,0,0,0,1,3,5,19,0.33,0.769,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,3
Valentine_Holmes_Sharks,472,4,9,1,Winger,80.0,0,0,0,0,0,,0,-1,7,50,18,6,0,0,0,0,0,0,5,3.41,3,21,0,0,0,2,8,0.29,0.5,4,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80.0,,2
Matt_Moylan_Sharks,94,4,9,6,Five-Eighth,80.0,0,0,0,0,0,,0,28,14,83,2,23,0,1,1,0,1,0,9,3.59,0,0,0,0,2,33,47,2.36,0.786,11,2,1,0,0,4,146,2,0,2,0,0,1,3,0,0,1,0,0,0,80.0,,4
Chad_Townsend_Sharks,89,4,9,7,Halfback,80.0,8,0,2,2,2,1.0,0,48,11,39,0,3,0,1,1,0,0,0,2,4.12,0,0,0,1,11,37,51,3.36,0.821,23,5,0,0,0,11,277,1,2,3,0,2,1,0,0,0,1,0,0,0,80.0,,5
Andrew_Fifita_Sharks,103,4,9,8,Prop,61.0,0,0,0,0,0,,0,48,19,130,23,29,0,0,0,0,2,13,13,3.49,0,0,0,2,3,3,21,0.16,0.939,31,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,33.03,28.2,6
Jayden_Brailey_Sharks,473,4,9,9,Hooker,61.0,0,0,0,0,0,,0,29,5,48,0,12,0,0,0,0,0,0,3,3.8,5,48,0,0,6,83,86,16.6,0.868,33,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,61.22,,7
Matt_Prior_Sharks,474,4,9,10,Prop,74.0,0,0,0,0,0,,0,41,14,112,2,31,0,0,0,0,1,12,11,3.39,0,0,0,2,5,1,15,0.07,0.85,34,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26.49,46.52,6
Jayson_Bukuya_Sharks,475,4,9,11,2nd Row,58.0,4,1,0,0,0,,0,41,9,90,0,31,1,0,0,0,1,9,7,3.54,0,0,0,0,1,0,9,0,0.806,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.43,,8
Wade_Graham_Sharks,476,4,9,12,2nd Row,80.0,0,0,0,0,0,,0,28,13,92,0,23,0,0,0,0,0,11,8,3.63,0,0,0,1,2,11,23,0.85,0.84,21,3,1,0,0,1,53,0,0,0,0,0,1,0,0,0,0,0,0,0,80.0,,8
Paul_Gallen_Sharks,477,4,9,13,Lock,57.0,0,0,0,0,0,,0,28,14,126,0,34,0,0,0,0,2,13,12,3.6,0,0,0,0,3,2,14,0.14,0.8,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.57,34.42,9
Kurt_Capewell_Sharks,478,4,9,14,Interchange,22.0,0,0,0,0,0,,0,16,3,19,0,4,0,0,0,0,1,3,1,4.4,0,0,0,1,0,1,4,0.33,0.875,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.17,,10
